,truthful,mmlu,bbq,avg
a_person_with_fascism_ideology,0.7931456548347613,0.7958723799280787,0.8530314299612327,0.8140164882413575
a_person_in_medical_industry,0.8323133414932681,0.8071598064726113,0.8608965909190189,0.8334565796282994
a_musician,0.8102815177478581,0.8076669865682046,0.8728095383004372,0.8302526808721665
a_person_in_technology_industry,0.8212974296205631,0.808176238617582,0.8646397199467482,0.8313711293949645
Barbara_Jordan,0.8017135862913096,0.8051904220435038,0.8595247581415513,0.8221429221587883
an_uneducated_person,0.8090575275397797,0.8033751066654339,0.8781163641489179,0.8301829994513771
a_CEO,0.824969400244798,0.8048678276782705,0.8654384567958997,0.8317585615729893
a_person_in_management_industry,0.8115055079559363,0.8076815077315509,0.865936889307676,0.8283746349983877
a_person_with_graduate_level_education,0.8372093023255814,0.8097542672902297,0.8609427682022919,0.835968779272701
a_person_of_Hinduism_belief,0.8090575275397797,0.8005962736876919,0.8754804696111088,0.8283780902795268
a_pansexual_person,0.8274173806609547,0.8001522138417921,0.8760091220901937,0.8345262388643135
a_person_with_mental_disorders,0.8115055079559363,0.8026333445159607,0.870361042173826,0.8281666315485744
a_middle-class_person,0.8151774785801713,0.8045847730864351,0.8738484649981648,0.8312035722215905
a_comedian,0.791921664626683,0.8026095235530497,0.852500039341767,0.8156770758404998
a_person_with_middle_school_level_education,0.8115055079559363,0.8049828482312484,0.8755856769345172,0.8306913443739007
a_surgeon,0.8225214198286414,0.8040399991111427,0.8610314169275154,0.8291976119557664
Eva_Peron,0.791921664626683,0.8018325706452437,0.8664089043240658,0.8200543798653309
a_person_with_conservatism_ideology,0.7882496940024479,0.7996036124548983,0.8716432801896221,0.8198321955489893
a_person_with_liberalism_ideology,0.817625458996328,0.8022049505393388,0.852823853328586,0.8242180876214177
a_sewer,0.8237454100367197,0.8033876242694639,0.8782059639016614,0.835112999402615
a_person_in_aerospace_industry,0.8200734394124847,0.8041335502139221,0.8690389471926876,0.831081978939698
Muammar_Gaddafi,0.7858017135862914,0.7995130778410494,0.8723540157215286,0.8192229357162898
Victor_from_France,0.799265605875153,0.8077770460078962,0.8850557755134163,0.8306994757988218
a_person_with_immune_system_disorders,0.813953488372093,0.8046717087870036,0.8719643503336874,0.830196515830928
Mao_Zedong,0.8237454100367197,0.8020067532265575,0.8744149281581504,0.8333890304738092
a_transgender_person,0.8188494492044064,0.7996312507023355,0.8744578035255278,0.8309795011440899
a_doctor,0.8384332925336597,0.8047858864232638,0.8542408670300816,0.8324866819956683
a_social_scientist,0.8482252141982864,0.8053202253364669,0.8329704153248667,0.82883861828654
a_composer,0.8164014687882497,0.8059134241462323,0.8752819330533741,0.8325322753292855
a_person_with_primary_school_level_education,0.8115055079559363,0.8023706663454383,0.8855388895635767,0.8331383546216505
a_consultant,0.8323133414932681,0.8102201676203287,0.8550598748394177,0.8325311279843381
an_Asian_person,0.8090575275397797,0.8053511996132131,0.873150768889937,0.8291864986809766
a_person_in_the_art_industry,0.813953488372093,0.8063085425548507,0.8665014897673871,0.828921173564777
a_financial_analyst,0.8225214198286414,0.806320978073042,0.8607932682632473,0.8298785553883102
a_person_with_high_school_level_education,0.8298653610771114,0.8072296725367251,0.8725318804451229,0.8365423046863198
John_F._Kennedy,0.8053855569155447,0.8043706152102222,0.8707312844949712,0.8268291522069128
Margherita_Sarfatti,0.8151774785801713,0.8027602000540829,0.8641659474411407,0.8273678753584649
Salvador_Allende,0.8004895960832313,0.8006583455425865,0.8651667479561906,0.8221048965273362
Jiang_Qing,0.813953488372093,0.8059975313467727,0.8755318398158123,0.8318276198448927
a_person_in_railway_industry,0.8115055079559363,0.8048629209926496,0.8674892109627139,0.8279525466370999
a_partner,0.817625458996328,0.8077533636976769,0.8709267743658772,0.8321018656866274
a_anesthesiologist,0.8274173806609547,0.8050706045741842,0.8640639835897596,0.8321839896082995
Hubert_H._Humphrey,0.8127294981640147,0.8036380318316682,0.8747963120156599,0.8303879473371142
a_veterinarian,0.8298653610771114,0.8017057242221308,0.8576988780387964,0.829756654446013
a_person_with_populism_ideology,0.7760097919216646,0.8006321431848737,0.863960855160043,0.8135342634221937
a_singer,0.8115055079559363,0.8018095492242875,0.8797705519296541,0.8310285363699593
Willy_Brandt,0.8188494492044064,0.8013058516514979,0.8701325539276311,0.8300959515945118
a_dentist,0.8261933904528764,0.8033929237934213,0.8641383315950744,0.8312415486137906
Maria_Primo_de_Rivera,0.8102815177478581,0.8050413510601124,0.870313685534531,0.8285455181141671
a_lower_class_person,0.8102815177478581,0.8041940512674015,0.8781196915846547,0.8308650868666381
Adolf_Hitler,0.7894736842105263,0.7954459799409209,0.865534730309619,0.8168181314870221
a_black_person,0.8041615667074663,0.803803091137063,0.8738875744485732,0.8272840774310343
a_driver,0.8274173806609547,0.8054500014248517,0.8768404556771991,0.8365692792543351
an_accountant,0.817625458996328,0.8048752820354296,0.8666961497021344,0.8297322969112972
a_model,0.8078335373317014,0.8047702687774129,0.876054271397636,0.8295526925022502
Hugo_Chavez,0.791921664626683,0.8005642659532003,0.8706446937802687,0.821043541453384
a_person_in_scientific_research_industry,0.8433292533659731,0.8081172334600191,0.8580129118679022,0.8364864662312982
Fidel_Castro,0.8004895960832313,0.8018370133513453,0.8673998704708523,0.8232421599684763
a_person_with_college-level_education,0.8335373317013464,0.8088048950665617,0.867095031903986,0.8364790862239647
an_Indian_person,0.8004895960832313,0.8028133908536623,0.8739479983126445,0.8257503284165127
Golda_Meir,0.824969400244798,0.8075752416963269,0.8692073691214026,0.8339173370208425
a_person_in_consulting_industry,0.8115055079559363,0.806432344602856,0.8644004122959896,0.8274460882849274
a_physician,0.8372093023255814,0.8090724959770201,0.8506168860890433,0.8322995614638815
a_mathematician,0.835985312117503,0.8070125280879359,0.8584628477926091,0.8338202293326825
a_gay_person,0.813953488372093,0.7992445636299744,0.8789351527386687,0.8307110682469121
a_physical_therapist,0.8310893512851897,0.8054067251994944,0.8589213618885364,0.8318058127910736
a_person_of_Sikhism_belief,0.828641370869033,0.8040478649405766,0.8688141281785178,0.8338344546627091
a_person_of_Buddhism_belief,0.8310893512851897,0.7995291822381977,0.8599943609555198,0.8302042981596358
a_manager,0.828641370869033,0.8084343881112833,0.865520872764066,0.8341988772481274
a_person_with_communism_ideology,0.799265605875153,0.7987311774759055,0.8631063035930208,0.8203676956480264
a_person_in_the_finance_industry,0.8102815177478581,0.8061170950022294,0.8646073676345105,0.8270019934615327
a_person_with_special_senses_and_speech,0.8102815177478581,0.8028927606345747,0.8757705907883959,0.8296482897236096
Shirley_Chisholm,0.8127294981640147,0.8043250619616523,0.8563813475227248,0.8244786358827972
a_person_with_congenital_disorders,0.8261933904528764,0.8048768994468393,0.8724633248384495,0.8345112049127218
a_person_in_news_industry,0.8188494492044064,0.8049827319962164,0.8625412233342896,0.8287911348449707
a_person_with_socialism_ideology,0.8017135862913096,0.799664861634202,0.8520759010757153,0.8178181163337422
a_producer,0.824969400244798,0.8062345368742252,0.870816658277604,0.834006865132209
Larissa_from_Brazil,0.8078335373317014,0.8064771596705257,0.8810142205728002,0.8317749725250092
Gustavo_from_Brazil,0.8017135862913096,0.8063876553989927,0.8794197454831923,0.829173662391165
Francisco_Franco,0.8102815177478581,0.7996597922007708,0.8718894530778575,0.8272769210088288
Amit_from_India,0.7906976744186046,0.8086008454939706,0.8763675517573403,0.8252220238899719
a_writer,0.8164014687882497,0.8036672100251065,0.8710361954592315,0.8303682914241959
Indira_Gandhi,0.806609547123623,0.8026706238350471,0.8700533706723901,0.82644451387702
a_person_with_endocrine_disorders,0.8274173806609547,0.803041559735783,0.8747345114272607,0.8350644839413328
an_orthodontist,0.8408812729498164,0.8062901417592818,0.8592211230821762,0.8354641792637582
Jorg_Haider,0.7674418604651163,0.7890191280901001,0.8344696568215682,0.7969768817922614
a_straight_person,0.824969400244798,0.8041803465540591,0.8775488357737158,0.8355661941908576
a_statistician,0.8396572827417381,0.8087718372262479,0.8326341123350777,0.8270210774343546
a_firefighter,0.817625458996328,0.8034441840799391,0.8658749065376935,0.8289815165379869
empty,0.8237454100367197,0.8154479255975894,0.8762211667381401,0.8384715007908164
a_professor,0.8310893512851897,0.8093314435731193,0.8626214542927496,0.8343474163836863
a_person_with_genitourinary_disorders,0.8237454100367197,0.8016722374444082,0.8711179313420226,0.8321785262743835
a_woman,0.8188494492044064,0.8061244216176561,0.8821503784869782,0.8357080831030136
